ITEM_NAME,BRAND,CATEGORY,SUBCATEGORY,DISCIPLINE,SKILL_LEVEL,GENDER,PRICE,PRODUCT_TYPE,FLEX_RATING,DESCRIPTION
All-Mountain Pinnacle Jacket,Salomon,Apparel,Outerwear,All-Mountain,Expert,Unisex,636.91,Jacket,,3-layer Gore-Tex shell jacket for all-mountain skiing. Helmet-compatible hood with drawcord. Helmet-compatible hood. Waterproof and breathable.
Freeride Summit Jacket,Salomon,Apparel,Outerwear,Freeride,Advanced,Female,678.95,Jacket,,2.5-layer custom 3L shell jacket for freeride skiing. Articulated elbows for mobility. Helmet-compatible hood. Waterproof and breathable.
Touring Pinnacle Jacket,Ridgeline,Apparel,Outerwear,Touring,Beginner,Unisex,668.13,Jacket,,2.5-layer eVent shell jacket for touring skiing. RECCO reflector integrated. Helmet-compatible hood. Waterproof and breathable.
Freeride Expedition Jacket,Ortovox,Apparel,Outerwear,Freeride,Expert,Unisex,338.85,Jacket,,2-layer H2No shell jacket for freeride skiing. RECCO reflector integrated. Helmet-compatible hood. Waterproof and breathable.
Touring Insulated Jacket,Volkl,Apparel,Outerwear,Touring,Intermediate,Male,302.95,Jacket,,Technical touring jacket designed for all-day resort skiing. DryVent membrane. Taped seams throughout. Articulated fit for mobility.
All-Mountain Down Jacket,Ortovox,Apparel,Outerwear,All-Mountain,Advanced,Unisex,390.94,Jacket,,2.5-layer Pertex Shield shell jacket for all-mountain skiing. YKK AquaGuard zippers. Helmet-compatible hood. Waterproof and breathable.
Freeride Pinnacle Jacket,Salomon,Apparel,Outerwear,Freeride,Beginner,Unisex,608.67,Jacket,,Technical freeride jacket designed for variable weather. custom 3L membrane. YKK AquaGuard zippers. Articulated fit for mobility.
All-Mountain Pro Jacket,Salomon,Apparel,Outerwear,All-Mountain,Beginner,Unisex,482.19,Jacket,,Technical all-mountain jacket designed for cold powder days. DryVent membrane. Powder skirt and snap-away system. Articulated fit for mobility.
Touring Expedition Jacket,Ridgeline,Apparel,Outerwear,Touring,Advanced,Male,495.85,Jacket,,2.5-layer eVent shell jacket for touring skiing. Removable liner jacket. Helmet-compatible hood. Waterproof and breathable.
Freeride Pro Jacket,Ridgeline,Apparel,Outerwear,Freeride,Expert,Unisex,587.49,Jacket,,Technical freeride jacket designed for high-output touring. H2No membrane. Articulated elbows for mobility. Articulated fit for mobility.
Freeride Expedition Jacket,Ridgeline,Apparel,Outerwear,Freeride,Beginner,Unisex,370.48,Jacket,,Technical freeride jacket designed for cold powder days. custom 3L membrane. Stretch panels under arms. Articulated fit for mobility.
Alpine Summit Jacket,Ridgeline,Apparel,Outerwear,Alpine,Intermediate,Female,473.82,Jacket,,Insulated alpine jacket with synthetic 60g fill. custom 3L waterproofing. Internal goggle pocket. Designed for high-output touring.
Alpine Shell Jacket,Black Crows,Apparel,Outerwear,Alpine,Expert,Male,559.74,Jacket,,3-layer Dermizax shell jacket for alpine skiing. Articulated elbows for mobility. Helmet-compatible hood. Waterproof and breathable.
Touring Summit Jacket,Ridgeline,Apparel,Outerwear,Touring,Advanced,Female,411.14,Jacket,,2.5-layer H2No shell jacket for touring skiing. Internal goggle pocket. Helmet-compatible hood. Waterproof and breathable.
Freeride Summit Jacket,Ridgeline,Apparel,Outerwear,Freeride,Intermediate,Female,408.80,Jacket,,Technical freeride jacket designed for storm days. Pertex Shield membrane. Taped seams throughout. Articulated fit for mobility.
Freeride Pro Jacket,Ridgeline,Apparel,Outerwear,Freeride,Intermediate,Unisex,612.47,Jacket,,2.5-layer Pertex Shield shell jacket for freeride skiing. Removable liner jacket. Helmet-compatible hood. Waterproof and breathable.
Touring Down Jacket,Ridgeline,Apparel,Outerwear,Touring,Intermediate,Female,391.60,Jacket,,Insulated touring jacket with synthetic 100g fill. DryVent waterproofing. Removable liner jacket. Designed for high-output touring.
Touring Shell Jacket,Salomon,Apparel,Outerwear,Touring,Expert,Female,324.29,Jacket,,Technical touring jacket designed for variable weather. Dermizax membrane. RECCO reflector integrated. Articulated fit for mobility.
Freeride Insulated Jacket,Salomon,Apparel,Outerwear,Freeride,Intermediate,Female,295.35,Jacket,,Technical freeride jacket designed for storm days. Pertex Shield membrane. Powder skirt and snap-away system. Articulated fit for mobility.
Alpine Insulated Jacket,Salomon,Apparel,Outerwear,Alpine,Beginner,Female,527.15,Jacket,,Technical alpine jacket designed for cold powder days. DryVent membrane. Articulated elbows for mobility. Articulated fit for mobility.
Freeride Shell Jacket,Ridgeline,Apparel,Outerwear,Freeride,Intermediate,Unisex,626.33,Jacket,,Insulated freeride jacket with synthetic 60g fill. Gore-Tex waterproofing. Internal goggle pocket. Designed for variable weather.
Touring Summit Jacket,Ortovox,Apparel,Outerwear,Touring,Expert,Male,685.29,Jacket,,Technical touring jacket designed for high-output touring. Dermizax membrane. Removable liner jacket. Articulated fit for mobility.
All-Mountain Expedition Jacket,Black Crows,Apparel,Outerwear,All-Mountain,Advanced,Female,465.74,Jacket,,Insulated all-mountain jacket with PrimaLoft Gold fill. H2No waterproofing. Taped seams throughout. Designed for variable weather.
Touring Storm Jacket,Ridgeline,Apparel,Outerwear,Touring,Beginner,Male,484.49,Jacket,,Technical touring jacket designed for all-day resort skiing. eVent membrane. Taped seams throughout. Articulated fit for mobility.
All-Mountain Down Jacket,Ortovox,Apparel,Outerwear,All-Mountain,Advanced,Male,593.64,Jacket,,2.5-layer custom 3L shell jacket for all-mountain skiing. Powder skirt and snap-away system. Helmet-compatible hood. Waterproof and breathable.
All-Mountain Ventus Jacket,Ridgeline,Apparel,Outerwear,All-Mountain,Expert,Male,322.47,Jacket,,Insulated all-mountain jacket with down 700FP fill. H2No waterproofing. RECCO reflector integrated. Designed for variable weather.
Touring Down Jacket,Black Crows,Apparel,Outerwear,Touring,Advanced,Unisex,583.32,Jacket,,Insulated touring jacket with PrimaLoft Silver fill. Pertex Shield waterproofing. Helmet-compatible hood with drawcord. Designed for cold powder days.
All-Mountain Pinnacle Jacket,Ridgeline,Apparel,Outerwear,All-Mountain,Expert,Female,564.21,Jacket,,Technical all-mountain jacket designed for cold powder days. Dermizax membrane. Powder skirt and snap-away system. Articulated fit for mobility.
Alpine Pinnacle Jacket,Ridgeline,Apparel,Outerwear,Alpine,Advanced,Female,305.27,Jacket,,2-layer DryVent shell jacket for alpine skiing. RECCO reflector integrated. Helmet-compatible hood. Waterproof and breathable.
Touring Pinnacle Jacket,Ridgeline,Apparel,Outerwear,Touring,Expert,Female,602.58,Jacket,,2-layer eVent shell jacket for touring skiing. Powder skirt and snap-away system. Helmet-compatible hood. Waterproof and breathable.
All-Mountain Expedition Jacket,Ridgeline,Apparel,Outerwear,All-Mountain,Beginner,Unisex,460.57,Jacket,,Technical all-mountain jacket designed for storm days. H2No membrane. Stretch panels under arms. Articulated fit for mobility.
All-Mountain Expedition Jacket,Ridgeline,Apparel,Outerwear,All-Mountain,Intermediate,Unisex,696.54,Jacket,,3-layer Pertex Shield shell jacket for all-mountain skiing. Helmet-compatible hood with drawcord. Helmet-compatible hood. Waterproof and breathable.
Touring Shell Jacket,Ridgeline,Apparel,Outerwear,Touring,Advanced,Male,532.12,Jacket,,Insulated touring jacket with down 800FP fill. DryVent waterproofing. YKK AquaGuard zippers. Designed for storm days.
Freeride Expedition Jacket,Black Crows,Apparel,Outerwear,Freeride,Advanced,Male,637.65,Jacket,,2-layer Gore-Tex shell jacket for freeride skiing. Stretch panels under arms. Helmet-compatible hood. Waterproof and breathable.
Alpine Shell Jacket,Salomon,Apparel,Outerwear,Alpine,Expert,Male,253.02,Jacket,,Insulated alpine jacket with Coreloft fill. custom 3L waterproofing. Taped seams throughout. Designed for all-day resort skiing.
Freeride Pro Jacket,Salomon,Apparel,Outerwear,Freeride,Intermediate,Female,290.13,Jacket,,Technical freeride jacket designed for storm days. H2No membrane. Powder skirt and snap-away system. Articulated fit for mobility.
Alpine Summit Jacket,Ridgeline,Apparel,Outerwear,Alpine,Intermediate,Female,353.70,Jacket,,3-layer H2No shell jacket for alpine skiing. Internal goggle pocket. Helmet-compatible hood. Waterproof and breathable.
All-Mountain Shell Jacket,Ridgeline,Apparel,Outerwear,All-Mountain,Advanced,Unisex,309.63,Jacket,,Technical all-mountain jacket designed for all-day resort skiing. Pertex Shield membrane. Taped seams throughout. Articulated fit for mobility.
Freeride Pinnacle Jacket,Salomon,Apparel,Outerwear,Freeride,Intermediate,Unisex,405.45,Jacket,,2-layer eVent shell jacket for freeride skiing. Removable liner jacket. Helmet-compatible hood. Waterproof and breathable.
All-Mountain Pinnacle Jacket,Black Crows,Apparel,Outerwear,All-Mountain,Advanced,Female,492.72,Jacket,,3-layer Gore-Tex shell jacket for all-mountain skiing. YKK AquaGuard zippers. Helmet-compatible hood. Waterproof and breathable.
Touring Summit Jacket,Volkl,Apparel,Outerwear,Touring,Intermediate,Female,573.45,Jacket,,Insulated touring jacket with down 700FP fill. H2No waterproofing. RECCO reflector integrated. Designed for all-day resort skiing.
Freeride Pro Jacket,Salomon,Apparel,Outerwear,Freeride,Advanced,Female,433.41,Jacket,,2-layer Gore-Tex shell jacket for freeride skiing. YKK AquaGuard zippers. Helmet-compatible hood. Waterproof and breathable.
Alpine Insulated Jacket,Ridgeline,Apparel,Outerwear,Alpine,Intermediate,Male,467.42,Jacket,,Technical alpine jacket designed for high-output touring. Gore-Tex membrane. Stretch panels under arms. Articulated fit for mobility.
Touring Insulated Jacket,Salomon,Apparel,Outerwear,Touring,Beginner,Female,348.33,Jacket,,Technical touring jacket designed for storm days. Gore-Tex membrane. Taped seams throughout. Articulated fit for mobility.
All-Mountain Down Jacket,Ridgeline,Apparel,Outerwear,All-Mountain,Advanced,Unisex,275.24,Jacket,,2-layer custom 3L shell jacket for all-mountain skiing. Helmet-compatible hood with drawcord. Helmet-compatible hood. Waterproof and breathable.
Alpine Ventus Jacket,Ortovox,Apparel,Outerwear,Alpine,Beginner,Unisex,352.96,Jacket,,Technical alpine jacket designed for cold powder days. Dermizax membrane. YKK AquaGuard zippers. Articulated fit for mobility.
All-Mountain Pinnacle Jacket,Ortovox,Apparel,Outerwear,All-Mountain,Beginner,Unisex,508.45,Jacket,,2-layer DryVent shell jacket for all-mountain skiing. Stretch panels under arms. Helmet-compatible hood. Waterproof and breathable.
Touring Pinnacle Jacket,Black Crows,Apparel,Outerwear,Touring,Intermediate,Unisex,698.30,Jacket,,Insulated touring jacket with synthetic 100g fill. eVent waterproofing. YKK AquaGuard zippers. Designed for variable weather.
All-Mountain Summit Jacket,Salomon,Apparel,Outerwear,All-Mountain,Advanced,Unisex,357.33,Jacket,,Insulated all-mountain jacket with down 700FP fill. Dermizax waterproofing. YKK AquaGuard zippers. Designed for variable weather.
All-Mountain Down Jacket,Ridgeline,Apparel,Outerwear,All-Mountain,Beginner,Unisex,264.60,Jacket,,2.5-layer custom 3L shell jacket for all-mountain skiing. YKK AquaGuard zippers. Helmet-compatible hood. Waterproof and breathable.
Freeride Down Jacket,Ridgeline,Apparel,Outerwear,Freeride,Intermediate,Female,258.77,Jacket,,3-layer custom 3L shell jacket for freeride skiing. YKK AquaGuard zippers. Helmet-compatible hood. Waterproof and breathable.
All-Mountain Pro Jacket,Ridgeline,Apparel,Outerwear,All-Mountain,Advanced,Male,311.28,Jacket,,2.5-layer custom 3L shell jacket for all-mountain skiing. RECCO reflector integrated. Helmet-compatible hood. Waterproof and breathable.
Freeride Pinnacle Jacket,Black Crows,Apparel,Outerwear,Freeride,Beginner,Unisex,395.11,Jacket,,Technical freeride jacket designed for storm days. Dermizax membrane. Removable liner jacket. Articulated fit for mobility.
All-Mountain Pro Jacket,Ridgeline,Apparel,Outerwear,All-Mountain,Beginner,Male,663.84,Jacket,,2-layer eVent shell jacket for all-mountain skiing. Stretch panels under arms. Helmet-compatible hood. Waterproof and breathable.
Alpine Shell Jacket,Salomon,Apparel,Outerwear,Alpine,Expert,Male,386.15,Jacket,,Technical alpine jacket designed for cold powder days. eVent membrane. Removable liner jacket. Articulated fit for mobility.
Freeride Ventus Jacket,Salomon,Apparel,Outerwear,Freeride,Beginner,Unisex,578.21,Jacket,,3-layer Pertex Shield shell jacket for freeride skiing. Removable liner jacket. Helmet-compatible hood. Waterproof and breathable.
Touring Insulated Jacket,Ridgeline,Apparel,Outerwear,Touring,Expert,Male,308.49,Jacket,,Insulated touring jacket with down 800FP fill. Pertex Shield waterproofing. Powder skirt and snap-away system. Designed for all-day resort skiing.
All-Mountain Expedition Jacket,Ridgeline,Apparel,Outerwear,All-Mountain,Intermediate,Male,465.42,Jacket,,Technical all-mountain jacket designed for cold powder days. Pertex Shield membrane. Removable liner jacket. Articulated fit for mobility.
Park Stretch Pants,Ortovox,Apparel,Pants,Park,Intermediate,Male,201.93,Pants,,Technical park pants with eVent membrane. Bib design with Boot-over gaiters.
Freeride Bib Pants,Ridgeline,Apparel,Pants,Freeride,Advanced,Female,369.04,Pants,,Freeride pants built for backcountry touring. H2No protection with Articulated knees. Breathable and durable.
All-Mountain Shell Pants,Volkl,Apparel,Pants,All-Mountain,Intermediate,Female,193.36,Pants,,Regular Fit ski pants with Dermizax waterproofing. Removable suspenders. Designed for all-mountain deep snow days.
Freeride Pro Pants,Salomon,Apparel,Pants,Freeride,Intermediate,Female,183.39,Pants,,Technical freeride pants with H2No membrane. Slim Fit design with Boot-over gaiters.
Freeride Insulated Pants,Ridgeline,Apparel,Pants,Freeride,Intermediate,Male,353.86,Pants,,Technical freeride pants with custom 3L membrane. Regular Fit design with Cargo pocket with drainage.
Park Insulated Pants,Black Crows,Apparel,Pants,Park,Beginner,Female,233.50,Pants,,Park pants built for all conditions. Dermizax protection with Articulated knees. Breathable and durable.
Alpine Pro Pants,Ortovox,Apparel,Pants,Alpine,Expert,Unisex,265.82,Pants,,Alpine pants built for backcountry touring. eVent protection with Boot-over gaiters. Breathable and durable.
All-Mountain Cargo Pants,Ridgeline,Apparel,Pants,All-Mountain,Beginner,Female,334.09,Pants,,All-Mountain pants built for resort skiing. custom 3L protection with Boot-over gaiters. Breathable and durable.
Park Cargo Pants,Ortovox,Apparel,Pants,Park,Beginner,Male,258.17,Pants,,Park pants built for all conditions. eVent protection with Removable suspenders. Breathable and durable.
Touring Shell Pants,Ridgeline,Apparel,Pants,Touring,Advanced,Female,379.07,Pants,,Technical touring pants with custom 3L membrane. Bib design with Articulated knees.
Alpine Stretch Pants,Volkl,Apparel,Pants,Alpine,Advanced,Male,227.55,Pants,,Alpine pants built for all conditions. DryVent protection with Zippered thigh vents. Breathable and durable.
Park Shell Pants,Ortovox,Apparel,Pants,Park,Intermediate,Female,255.92,Pants,,Park pants built for all conditions. Pertex Shield protection with Articulated knees. Breathable and durable.
